year,team,coach,sport,Jersey,Player,Yr,Pos,Ht,GP,GS,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,PTS,Avg,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,G,DQ,Dbl Dbl,Tech Fouls,Trpl Dbl
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,4,"Wasylson, Laure",So,G,6-0,30,28,721:51,62,188,32.98,44,142,30.99,35,46,76.09,203,3.20,23,73,96,32,41,13,7,55,30,1,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,4,"Wasylson, Laure",So,G,6-0,30,28,721:51,62,188,32.98,44,142,30.99,35,46,76.09,203,3.20,23,73,96,32,41,13,7,55,30,1,0,,0
2019-20,Yale Bulldogs,Allison Guth,Women's Basketball,33,"Nesbitt, Roxanne",So,G,5-6,8,,12:31,1,2,50.00,,,,1,2,50.00,3,0.12,,1,1,3,3,1,,,8,,0,,0
2019-20,Yale Bulldogs,Allison Guth,Women's Basketball,33,"Nesbitt, Roxanne",So,G,5-6,8,,12:31,1,2,50.00,,,,1,2,50.00,3,0.12,,1,1,3,3,1,,,8,,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,44,"Townsend, Ayanna",Fr,F,6-2,30,21,558:30,62,157,39.49,,2,0.00,41,81,50.62,165,4.57,65,72,137,10,50,7,32,115,30,12,2,1,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,44,"Townsend, Ayanna",Fr,F,6-2,30,21,558:30,62,157,39.49,,2,0.00,41,81,50.62,165,4.57,65,72,137,10,50,7,32,115,30,12,2,1,0
2019-20,Yale Bulldogs,Allison Guth,Women's Basketball,35,"Elam, Ayla",Fr,F,6-1,6,,8:22,1,5,20.00,,1,0.00,,,,2,0.83,3,2,5,,1,,,3,6,,0,,0
2019-20,Yale Bulldogs,Allison Guth,Women's Basketball,35,"Elam, Ayla",Fr,F,6-1,6,,8:22,1,5,20.00,,1,0.00,,,,2,0.83,3,2,5,,1,,,3,6,,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,3,"Dunham, Aaliyah",Jr,G,5-4,30,30,1057:15,81,229,35.37,33,85,38.82,30,51,58.82,225,2.93,15,73,88,135,59,56,4,60,30,2,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,3,"Dunham, Aaliyah",Jr,G,5-4,30,30,1057:15,81,229,35.37,33,85,38.82,30,51,58.82,225,2.93,15,73,88,135,59,56,4,60,30,2,0,,0
2019-20,Yale Bulldogs,Allison Guth,Women's Basketball,32,"Hill, Eri",So,F,6-2,5,,21:43,3,6,50.00,,,,2,4,50.00,8,1.00,2,3,5,,3,,,5,5,,0,,0
2019-20,Yale Bulldogs,Allison Guth,Women's Basketball,32,"Hill, Eri",So,F,6-2,5,,21:43,3,6,50.00,,,,2,4,50.00,8,1.00,2,3,5,,3,,,5,5,,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,25,"Gross, Carrie",So,G,5-11,29,10,649:58,92,224,41.07,7,20,35.00,49,70,70.00,240,2.97,46,40,86,41,68,32,1,73,29,2,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,25,"Gross, Carrie",So,G,5-11,29,10,649:58,92,224,41.07,7,20,35.00,49,70,70.00,240,2.97,46,40,86,41,68,32,1,73,29,2,0,,0
2019-20,Yale Bulldogs,Allison Guth,Women's Basketball,44,"Lezon, Jessica",Sr,C,6-6,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,
2019-20,Yale Bulldogs,Allison Guth,Women's Basketball,44,"Lezon, Jessica",Sr,C,6-6,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,2,"Ross, Deja",Jr,F,6-0,28,8,469:28,32,106,30.19,9,35,25.71,15,20,75.00,88,3.43,21,75,96,14,35,12,7,51,28,2,0,1,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,2,"Ross, Deja",Jr,F,6-0,28,8,469:28,32,106,30.19,9,35,25.71,15,20,75.00,88,3.43,21,75,96,14,35,12,7,51,28,2,0,1,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,10,"Gomez, Ashley",Sr,G,5-9,28,2,252:36,20,54,37.04,11,37,29.73,8,10,80.00,59,0.82,8,15,23,12,14,5,,16,28,,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,10,"Gomez, Ashley",Sr,G,5-9,28,2,252:36,20,54,37.04,11,37,29.73,8,10,80.00,59,0.82,8,15,23,12,14,5,,16,28,,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,21,"Gray, A'riana",Jr,F,6-0,26,25,741:30,152,429,35.43,23,92,25.00,85,141,60.28,412,9.27,67,174,241,49,95,41,16,71,26,2,10,1,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,21,"Gray, A'riana",Jr,F,6-0,26,25,741:30,152,429,35.43,23,92,25.00,85,141,60.28,412,9.27,67,174,241,49,95,41,16,71,26,2,10,1,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,00,"Leyendecker, Sarah",So,F,6-4,23,7,397:27,47,125,37.60,3,11,27.27,36,41,87.80,133,4.61,38,68,106,14,39,17,21,36,23,1,1,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,00,"Leyendecker, Sarah",So,F,6-4,23,7,397:27,47,125,37.60,3,11,27.27,36,41,87.80,133,4.61,38,68,106,14,39,17,21,36,23,1,1,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,20,"Owens, Na'Teshia",Sr,G,5-5,6,,72:18,2,13,15.38,1,4,25.00,4,5,80.00,9,1.33,,8,8,6,4,3,1,3,6,,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,20,"Owens, Na'Teshia",Sr,G,5-5,6,,72:18,2,13,15.38,1,4,25.00,4,5,80.00,9,1.33,,8,8,6,4,3,1,3,6,,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,11,"Jenkins, Olivia",So,F,6-0,1,,2:39,,1,0.00,,,,,,,,,,,,,,,,,1,,0,,0
2019-20,Xavier Musketeers,Mel Moore,Women's Basketball,11,"Jenkins, Olivia",So,F,6-0,1,,2:39,,1,0.00,,,,,,,,,,,,,,,,,1,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,3,"Roberson, Jada",Fr,G,5-7,31,,575:16,80,185,43.24,3,13,23.08,43,58,74.14,206,3.58,44,67,111,50,63,29,8,73,31,5,0,4,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,3,"Roberson, Jada",Fr,G,5-7,31,,575:16,80,185,43.24,3,13,23.08,43,58,74.14,206,3.58,44,67,111,50,63,29,8,73,31,5,0,4,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,11,"Beck, Jalise",Sr,G,5-8,31,31,788:22,33,94,35.11,1,7,14.29,12,17,70.59,79,2.39,38,36,74,46,36,26,5,42,31,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,11,"Beck, Jalise",Sr,G,5-8,31,31,788:22,33,94,35.11,1,7,14.29,12,17,70.59,79,2.39,38,36,74,46,36,26,5,42,31,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,1,"Stover, Alexis",So,F,5-11,31,31,809:36,61,193,31.61,31,116,26.72,18,34,52.94,171,3.48,37,71,108,24,25,16,4,43,31,1,1,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,1,"Stover, Alexis",So,F,5-11,31,31,809:36,61,193,31.61,31,116,26.72,18,34,52.94,171,3.48,37,71,108,24,25,16,4,43,31,1,1,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,10,"Hale, Shamarre",Fr,F,6-2,31,2,512:42,103,164,62.80,,1,0.00,46,96,47.92,252,7.61,106,130,236,12,41,25,23,74,31,2,3,2,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,10,"Hale, Shamarre",Fr,F,6-2,31,2,512:42,103,164,62.80,,1,0.00,46,96,47.92,252,7.61,106,130,236,12,41,25,23,74,31,2,3,2,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,5,"Harris, Anisja",So,G,5-9,31,4,650:04,64,198,32.32,44,139,31.65,24,30,80.00,196,3.19,21,78,99,24,38,19,7,37,31,,1,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,5,"Harris, Anisja",So,G,5-9,31,4,650:04,64,198,32.32,44,139,31.65,24,30,80.00,196,3.19,21,78,99,24,38,19,7,37,31,,1,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,15,"Baker, Angel",So,G,5-8,31,31,1061:33,199,512,38.87,46,119,38.66,68,85,80.00,512,4.10,35,92,127,118,96,49,25,78,31,,0,2,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,15,"Baker, Angel",So,G,5-8,31,31,1061:33,199,512,38.87,46,119,38.66,68,85,80.00,512,4.10,35,92,127,118,96,49,25,78,31,,0,2,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,33,"Frierson, Tyler",Jr,C,6-4,29,29,585:15,97,176,55.11,,,,34,53,64.15,228,9.00,111,150,261,19,26,16,41,73,29,3,6,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,33,"Frierson, Tyler",Jr,C,6-4,29,29,585:15,97,176,55.11,,,,34,53,64.15,228,9.00,111,150,261,19,26,16,41,73,29,3,6,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,24,"Miller, Michal",Sr,G,5-7,28,27,745:32,127,379,33.51,35,135,25.93,66,97,68.04,355,3.18,19,70,89,83,50,21,10,42,28,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,24,"Miller, Michal",Sr,G,5-7,28,27,745:32,127,379,33.51,35,135,25.93,66,97,68.04,355,3.18,19,70,89,83,50,21,10,42,28,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,10,"Booker, Cairo",Sr,G,5-5,30,30,856:48,93,282,32.98,27,96,28.12,60,74,81.08,273,2.83,19,66,85,92,70,61,1,77,30,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,10,"Booker, Cairo",Sr,G,5-5,30,30,856:48,93,282,32.98,27,96,28.12,60,74,81.08,273,2.83,19,66,85,92,70,61,1,77,30,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,22,"Dixon, Teneshia",Sr,F,6-1,21,,157:54,22,40,55.00,,1,0.00,14,22,63.64,58,2.67,19,37,56,2,10,7,5,28,21,,0,1,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,22,"Dixon, Teneshia",Sr,F,6-1,21,,157:54,22,40,55.00,,1,0.00,14,22,63.64,58,2.67,19,37,56,2,10,7,5,28,21,,0,1,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,23,"Cook, Lawre",So,F,6-0,30,5,394:22,36,95,37.89,7,27,25.93,33,45,73.33,112,3.10,33,60,93,13,33,18,4,51,30,2,1,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,23,"Cook, Lawre",So,F,6-0,30,5,394:22,36,95,37.89,7,27,25.93,33,45,73.33,112,3.10,33,60,93,13,33,18,4,51,30,2,1,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,43,"Bishop, Jenasae",So,G,5-6,17,,139:17,10,26,38.46,1,3,33.33,6,9,66.67,27,0.88,7,8,15,9,11,3,,10,17,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,43,"Bishop, Jenasae",So,G,5-6,17,,139:17,10,26,38.46,1,3,33.33,6,9,66.67,27,0.88,7,8,15,9,11,3,,10,17,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,23,"Vaifanua, Jaede",Fr,F,6-1,29,,374:19,76,156,48.72,8,34,23.53,47,54,87.04,207,4.07,32,86,118,4,29,10,16,38,29,,2,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,23,"Vaifanua, Jaede",Fr,F,6-1,29,,374:19,76,156,48.72,8,34,23.53,47,54,87.04,207,4.07,32,86,118,4,29,10,16,38,29,,2,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,35,"Green, Da'Ja",Jr,G,5-6,30,30,1031:41,132,372,35.48,58,164,35.37,59,85,69.41,381,4.10,36,87,123,142,57,22,1,48,30,2,3,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,35,"Green, Da'Ja",Jr,G,5-6,30,30,1031:41,132,372,35.48,58,164,35.37,59,85,69.41,381,4.10,36,87,123,142,57,22,1,48,30,2,3,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,00,"Sumpter, Nia",Jr,F,5-11,16,,108:13,3,14,21.43,,1,0.00,2,6,33.33,8,1.75,17,11,28,2,6,2,1,24,16,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,00,"Sumpter, Nia",Jr,F,5-11,16,,108:13,3,14,21.43,,1,0.00,2,6,33.33,8,1.75,17,11,28,2,6,2,1,24,16,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,4,"Rusk, Taylor",Sr,F,5-11,29,29,958:23,117,260,45.00,41,101,40.59,22,34,64.71,297,4.90,15,127,142,75,37,28,6,39,29,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,4,"Rusk, Taylor",Sr,F,5-11,29,29,958:23,117,260,45.00,41,101,40.59,22,34,64.71,297,4.90,15,127,142,75,37,28,6,39,29,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,14,"Hatton, Lilly",Fr,F,6-1,29,28,687:43,90,206,43.69,13,34,38.24,21,27,77.78,214,5.97,60,113,173,15,28,18,42,89,29,4,2,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,14,"Hatton, Lilly",Fr,F,6-1,29,28,687:43,90,206,43.69,13,34,38.24,21,27,77.78,214,5.97,60,113,173,15,28,18,42,89,29,4,2,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,25,"Redden, Gabi",So,F,6-1,15,,52:30,6,20,30.00,,,,7,8,87.50,19,1.53,4,19,23,,5,2,1,12,15,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,25,"Redden, Gabi",So,F,6-1,15,,52:30,6,20,30.00,,,,7,8,87.50,19,1.53,4,19,23,,5,2,1,12,15,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,2,"Vitulova, Tereza",So,F,6-2,29,29,726:53,176,321,54.83,19,43,44.19,40,47,85.11,411,5.55,65,96,161,15,43,14,20,59,29,1,1,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,2,"Vitulova, Tereza",So,F,6-2,29,29,726:53,176,321,54.83,19,43,44.19,40,47,85.11,411,5.55,65,96,161,15,43,14,20,59,29,1,1,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,21,"Tomlin, Alexis",So,F,6-1,29,1,381:24,41,97,42.27,,,,30,40,75.00,112,3.66,51,55,106,15,18,9,9,56,29,2,1,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,21,"Tomlin, Alexis",So,F,6-1,29,1,381:24,41,97,42.27,,,,30,40,75.00,112,3.66,51,55,106,15,18,9,9,56,29,2,1,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,13,"Pendleton, Kayly",Fr,F,5-11,7,,13:44,,1,0.00,,1,0.00,,,,,0.14,,1,1,,2,,,,7,,0,,0
2019-20,Wright St. Raiders,Katrina Merriweather,Women's Basketball,13,"Pendleton, Kayly",Fr,F,5-11,7,,13:44,,1,0.00,,1,0.00,,,,,0.14,,1,1,,2,,,,7,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,11,"Sanchez Ramos, Alba",So,G,6-0,29,29,849:23,77,224,34.38,27,105,25.71,27,43,62.79,208,4.93,25,118,143,47,50,19,12,52,29,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,11,"Sanchez Ramos, Alba",So,G,6-0,29,29,849:23,77,224,34.38,27,105,25.71,27,43,62.79,208,4.93,25,118,143,47,50,19,12,52,29,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,2,"Lutz, Niyah",So,G,5-8,29,5,506:43,68,185,36.76,24,80,30.00,10,18,55.56,170,3.21,24,69,93,24,26,21,4,34,29,1,1,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,2,"Lutz, Niyah",So,G,5-8,29,5,506:43,68,185,36.76,24,80,30.00,10,18,55.56,170,3.21,24,69,93,24,26,21,4,34,29,1,1,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,14,"Weidemann, Qui",So,G,5-9,29,29,928:58,93,221,42.08,46,116,39.66,65,74,87.84,297,2.55,11,63,74,52,47,30,7,51,29,1,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,14,"Weidemann, Qui",So,G,5-9,29,29,928:58,93,221,42.08,46,116,39.66,65,74,87.84,297,2.55,11,63,74,52,47,30,7,51,29,1,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,12,"McDavid, Jamari",Jr,F,5-10,27,25,659:57,106,217,48.85,3,16,18.75,39,55,70.91,254,5.85,74,84,158,21,31,19,4,55,27,2,2,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,12,"McDavid, Jamari",Jr,F,5-10,27,25,659:57,106,217,48.85,3,16,18.75,39,55,70.91,254,5.85,74,84,158,21,31,19,4,55,27,2,2,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,24,"Olson, Tommi",So,G,5-6,29,11,592:04,21,61,34.43,3,28,10.71,1,4,25.00,46,3.38,30,68,98,72,38,36,3,36,29,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,24,"Olson, Tommi",So,G,5-6,29,11,592:04,21,61,34.43,3,28,10.71,1,4,25.00,46,3.38,30,68,98,72,38,36,3,36,29,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,32,"Harris, Alea",So,G,5-9,26,,239:51,22,70,31.43,9,37,24.32,5,9,55.56,58,0.62,6,10,16,10,17,10,1,12,26,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,32,"Harris, Alea",So,G,5-9,26,,239:51,22,70,31.43,9,37,24.32,5,9,55.56,58,0.62,6,10,16,10,17,10,1,12,26,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,12,"Bradshaw, McKinley",Fr,G,5-11,29,,361:15,43,119,36.13,16,41,39.02,34,45,75.56,136,2.17,16,47,63,20,29,10,3,23,29,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,12,"Bradshaw, McKinley",Fr,G,5-11,29,,361:15,43,119,36.13,16,41,39.02,34,45,75.56,136,2.17,16,47,63,20,29,10,3,23,29,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,05,"Pospisilova, Julie",Fr,G,6-0,31,9,636:16,61,175,34.86,32,90,35.56,3,4,75.00,157,2.77,26,60,86,60,59,19,15,65,31,2,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,05,"Pospisilova, Julie",Fr,G,6-0,31,9,636:16,61,175,34.86,32,90,35.56,3,4,75.00,157,2.77,26,60,86,60,59,19,15,65,31,2,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,1,"Wanink, Chloe",Sr,G,5-7,25,25,823:13,143,299,47.83,73,154,47.40,40,44,90.91,399,3.08,14,63,77,27,21,30,1,31,25,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,1,"Wanink, Chloe",Sr,G,5-7,25,25,823:13,143,299,47.83,73,154,47.40,40,44,90.91,399,3.08,14,63,77,27,21,30,1,31,25,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,10,"Kepenc, Selale",Jr,F,6-2,27,,232:27,29,69,42.03,17,45,37.78,9,12,75.00,84,1.56,6,36,42,4,22,2,1,20,27,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,10,"Kepenc, Selale",Jr,F,6-2,27,,232:27,29,69,42.03,17,45,37.78,9,12,75.00,84,1.56,6,36,42,4,22,2,1,20,27,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,10,"Van Leeuwen, Kendra",Sr,G,5-10,31,31,845:41,62,176,35.23,15,57,26.32,30,54,55.56,169,3.77,20,97,117,119,80,31,7,52,31,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,10,"Van Leeuwen, Kendra",Sr,G,5-10,31,31,845:41,62,176,35.23,15,57,26.32,30,54,55.56,169,3.77,20,97,117,119,80,31,7,52,31,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,20,"Pulanco, Elena",So,G,5-2,24,,161:54,4,16,25.00,1,6,16.67,11,19,57.89,20,0.83,9,11,20,18,13,18,1,11,24,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,20,"Pulanco, Elena",So,G,5-2,24,,161:54,4,16,25.00,1,6,16.67,11,19,57.89,20,0.83,9,11,20,18,13,18,1,11,24,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,5,"Johnson, Jaye",Jr,F,5-10,24,,168:21,11,40,27.50,3,13,23.08,2,4,50.00,27,1.17,11,17,28,3,14,6,2,16,24,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,5,"Johnson, Jaye",Jr,F,5-10,24,,168:21,11,40,27.50,3,13,23.08,2,4,50.00,27,1.17,11,17,28,3,14,6,2,16,24,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,34,"Lewis, Imani",So,F,6-1,31,30,942:31,164,366,44.81,1,2,50.00,119,166,71.69,448,8.65,86,182,268,34,78,27,21,61,31,1,13,1,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,34,"Lewis, Imani",So,F,6-1,31,30,942:31,164,366,44.81,1,2,50.00,119,166,71.69,448,8.65,86,182,268,34,78,27,21,61,31,1,13,1,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,11,"Turner, MaryMartha",So,F,6-1,20,,138:47,10,34,29.41,3,9,33.33,1,3,33.33,24,1.75,6,29,35,5,11,3,5,16,20,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,11,"Turner, MaryMartha",So,F,6-1,20,,138:47,10,34,29.41,3,9,33.33,1,3,33.33,24,1.75,6,29,35,5,11,3,5,16,20,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,1,"Erjavec, Karla",So,G,5-10,22,18,591:47,49,148,33.11,17,55,30.91,23,28,82.14,138,3.05,4,63,67,70,44,9,3,31,22,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,1,"Erjavec, Karla",So,G,5-10,22,18,591:47,49,148,33.11,17,55,30.91,23,28,82.14,138,3.05,4,63,67,70,44,9,3,31,22,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,14,"Laszewski, Abby",Sr,F,6-3,31,31,851:29,156,299,52.17,,,,62,97,63.92,374,6.42,57,142,199,16,32,19,52,61,31,,3,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,14,"Laszewski, Abby",Sr,F,6-3,31,31,851:29,156,299,52.17,,,,62,97,63.92,374,6.42,57,142,199,16,32,19,52,61,31,,3,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,25,"Grob, Jamie",Sr,F,6-1,19,1,117:38,10,26,38.46,,,,4,6,66.67,24,1.26,13,11,24,4,7,1,,13,19,,0,,0
2019-20,Wofford Terriers,Jimmy Garrity,Women's Basketball,25,"Grob, Jamie",Sr,F,6-1,19,1,117:38,10,26,38.46,,,,4,6,66.67,24,1.26,13,11,24,4,7,1,,13,19,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,3,"Pilli, Elisa",Sr,G,5-7,6,,18:16,2,4,50.00,,2,0.00,,,,4,0.17,,1,1,3,2,1,,4,6,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,3,"Pilli, Elisa",Sr,G,5-7,6,,18:16,2,4,50.00,,2,0.00,,,,4,0.17,,1,1,3,2,1,,4,6,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,40,"Stauffacher, Tara",Fr,F,5-11,30,,345:18,18,57,31.58,6,28,21.43,21,25,84.00,63,1.83,19,36,55,13,15,5,,30,30,,0,,0
