year,team,coach,sport,Jersey,Player,Yr,Pos,Ht,GP,GS,MP,FGM,FGA,FG%,3FG,3FGA,3FG%,FT,FTA,FT%,PTS,Avg,ORebs,DRebs,Tot Reb,AST,TO,STL,BLK,PF,G,DQ,Dbl Dbl,Tech Fouls,Trpl Dbl
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,40,"Stauffacher, Tara",Fr,F,5-11,30,,345:18,18,57,31.58,6,28,21.43,21,25,84.00,63,1.83,19,36,55,13,15,5,,30,30,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,32,"Buchanan, Emily",Jr,G,5-6,5,,28:00,1,3,33.33,,,,1,1,100.00,3,0.80,2,2,4,5,4,1,,3,5,,,,
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,32,"Buchanan, Emily",Jr,G,5-6,5,,28:00,1,3,33.33,,,,1,1,100.00,3,0.80,2,2,4,5,4,1,,3,5,,,,
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,03,"Gilreath, Suzanne",Sr,G,5-4,30,10,449:22,51,149,34.23,43,127,33.86,8,10,80.00,153,1.20,4,32,36,18,19,17,,25,30,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,03,"Gilreath, Suzanne",Sr,G,5-4,30,10,449:22,51,149,34.23,43,127,33.86,8,10,80.00,153,1.20,4,32,36,18,19,17,,25,30,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,22,"Powell, Paige",Fr,F,6-0,3,,19:55,5,7,71.43,1,2,50.00,,,,11,2.00,2,4,6,,,,1,,3,,0,,0
2019-20,Wyoming Cowgirls,Gerald Mattinson,Women's Basketball,22,"Powell, Paige",Fr,F,6-0,3,,19:55,5,7,71.43,1,2,50.00,,,,11,2.00,2,4,6,,,,1,,3,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,22,"Beverley, Niya",Jr,G,5-7,30,21,846:22,81,235,34.47,31,93,33.33,42,57,73.68,235,2.07,6,56,62,78,45,24,1,34,30,1,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,22,"Beverley, Niya",Jr,G,5-7,30,21,846:22,81,235,34.47,31,93,33.33,42,57,73.68,235,2.07,6,56,62,78,45,24,1,34,30,1,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,30,"Hilliard, Sydney",Fr,G,5-11,29,23,792:15,110,223,49.33,7,24,29.17,41,69,59.42,268,4.76,56,82,138,66,60,29,6,48,29,,1,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,30,"Hilliard, Sydney",Fr,G,5-11,29,23,792:15,110,223,49.33,7,24,29.17,41,69,59.42,268,4.76,56,82,138,66,60,29,6,48,29,,1,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,44,"Luehring, Alex",So,G,6-2,28,,135:01,9,47,19.15,4,23,17.39,4,4,100.00,26,0.71,4,16,20,4,12,3,3,12,28,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,44,"Luehring, Alex",So,G,6-2,28,,135:01,9,47,19.15,4,23,17.39,4,4,100.00,26,0.71,4,16,20,4,12,3,3,12,28,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,20,"Bragg, Diamond",So,G,5-9,25,,64:01,3,8,37.50,,,,9,12,75.00,15,0.52,,13,13,11,9,1,,11,25,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,20,"Bragg, Diamond",So,G,5-9,25,,64:01,3,8,37.50,,,,9,12,75.00,15,0.52,,13,13,11,9,1,,11,25,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,41,"Stapleton, Sara",Fr,F,6-3,21,,131:11,19,39,48.72,,,,11,18,61.11,49,1.81,16,22,38,2,13,3,12,19,21,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,41,"Stapleton, Sara",Fr,F,6-3,21,,131:11,19,39,48.72,,,,11,18,61.11,49,1.81,16,22,38,2,13,3,12,19,21,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,33,"Fredrickson, Courtney",Jr,F,6-2,14,,156:15,14,61,22.95,3,13,23.08,5,7,71.43,36,2.57,15,21,36,6,10,2,,17,14,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,33,"Fredrickson, Courtney",Jr,F,6-2,14,,156:15,14,61,22.95,3,13,23.08,5,7,71.43,36,2.57,15,21,36,6,10,2,,17,14,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,15,"Crowley, Kara",Jr,G,5-10,13,,17:11,3,8,37.50,1,5,20.00,,,,7,0.23,,3,3,1,2,,,1,13,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,15,"Crowley, Kara",Jr,G,5-10,13,,17:11,3,8,37.50,1,5,20.00,,,,7,0.23,,3,3,1,2,,,1,13,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,13,"Mathiason, Sydney",So,F,6-1,11,,9:51,1,1,100.00,,,,,2,0.00,2,0.18,1,1,2,,,,1,1,11,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,13,"Mathiason, Sydney",So,F,6-1,11,,9:51,1,1,100.00,,,,,2,0.00,2,0.18,1,1,2,,,,1,1,11,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,43,"Mueller, Grace",Sr,F,6-2,1,,0:07,,,,,,,,,,,,,,,,,,,,1,,0,,0
2019-20,Wisconsin Badgers,Jonathan Tsipis,Women's Basketball,43,"Mueller, Grace",Sr,F,6-2,1,,0:07,,,,,,,,,,,,,,,,,,,,1,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,10,"Santoro, Miquela",Sr,G,5-7,30,30,903:34,50,143,34.97,25,74,33.78,28,35,80.00,153,2.33,12,58,70,56,54,31,3,58,30,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,10,"Santoro, Miquela",Sr,G,5-7,30,30,903:34,50,143,34.97,25,74,33.78,28,35,80.00,153,2.33,12,58,70,56,54,31,3,58,30,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,21,"Riley, Anika",Jr,G,5-8,30,30,868:54,78,184,42.39,1,8,12.50,31,43,72.09,188,6.90,46,161,207,28,40,28,1,73,30,,1,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,21,"Riley, Anika",Jr,G,5-8,30,30,868:54,78,184,42.39,1,8,12.50,31,43,72.09,188,6.90,46,161,207,28,40,28,1,73,30,,1,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,4,"Buckley, Sydney",So,G,5-6,30,,414:32,37,104,35.58,14,44,31.82,21,32,65.62,109,1.80,15,39,54,37,50,17,2,29,30,1,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,4,"Buckley, Sydney",So,G,5-6,30,,414:32,37,104,35.58,14,44,31.82,21,32,65.62,109,1.80,15,39,54,37,50,17,2,29,30,1,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,15,"Whitfield, Jah'Che",So,G,5-11,30,30,936:19,128,306,41.83,15,55,27.27,61,86,70.93,332,6.10,43,140,183,72,93,34,11,46,30,,4,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,15,"Whitfield, Jah'Che",So,G,5-11,30,30,936:19,128,306,41.83,15,55,27.27,61,86,70.93,332,6.10,43,140,183,72,93,34,11,46,30,,4,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,00,"Langstaff, Maleeah",So,G,5-11,30,25,734:26,79,191,41.36,5,23,21.74,36,61,59.02,199,4.43,57,76,133,37,59,30,15,73,30,1,2,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,00,"Langstaff, Maleeah",So,G,5-11,30,25,734:26,79,191,41.36,5,23,21.74,36,61,59.02,199,4.43,57,76,133,37,59,30,15,73,30,1,2,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,24,"Nwabudu, Kem",So,F,5-11,29,27,730:26,116,282,41.13,,1,0.00,42,71,59.15,274,5.45,39,119,158,21,70,17,21,78,29,1,3,1,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,24,"Nwabudu, Kem",So,F,5-11,29,27,730:26,116,282,41.13,,1,0.00,42,71,59.15,274,5.45,39,119,158,21,70,17,21,78,29,1,3,1,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,3,"Jamison-Whitfield, Destinee",So,G,5-10,27,1,501:08,73,195,37.44,19,75,25.33,50,73,68.49,215,3.30,23,66,89,24,65,25,9,37,27,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,3,"Jamison-Whitfield, Destinee",So,G,5-10,27,1,501:08,73,195,37.44,19,75,25.33,50,73,68.49,215,3.30,23,66,89,24,65,25,9,37,27,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,12,"Strickland, Myra",Fr,G,5-6,24,2,364:22,43,141,30.50,25,81,30.86,17,30,56.67,128,2.12,16,35,51,17,34,12,,33,24,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,12,"Strickland, Myra",Fr,G,5-6,24,2,364:22,43,141,30.50,25,81,30.86,17,30,56.67,128,2.12,16,35,51,17,34,12,,33,24,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,23,"Hunter, Sydney",Fr,F,6-0,19,1,166:38,13,34,38.24,,,,7,21,33.33,33,2.37,20,25,45,1,21,2,5,23,19,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,23,"Hunter, Sydney",Fr,F,6-0,19,1,166:38,13,34,38.24,,,,7,21,33.33,33,2.37,20,25,45,1,21,2,5,23,19,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,10,"Hodgson, Eva",So,G,5-9,29,29,967:51,183,339,53.98,57,132,43.18,176,193,91.19,599,3.76,37,72,109,105,100,45,18,57,29,,1,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,10,"Hodgson, Eva",So,G,5-9,29,29,967:51,183,339,53.98,57,132,43.18,176,193,91.19,599,3.76,37,72,109,105,100,45,18,57,29,,1,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,32,"Hunter, Sierra",Fr,F,6-0,18,,101:45,9,29,31.03,,,,3,10,30.00,21,1.39,7,18,25,4,18,2,1,11,18,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,32,"Hunter, Sierra",Fr,F,6-0,18,,101:45,9,29,31.03,,,,3,10,30.00,21,1.39,7,18,25,4,18,2,1,11,18,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,25,"Rogers, Gabby",Jr,C,6-1,29,29,632:33,82,169,48.52,,4,0.00,12,14,85.71,176,4.21,28,94,122,27,37,18,20,80,29,3,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,25,"Rogers, Gabby",Jr,C,6-1,29,29,632:33,82,169,48.52,,4,0.00,12,14,85.71,176,4.21,28,94,122,27,37,18,20,80,29,3,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,20,"Cantrell, Marissa",Sr,G,5-7,17,4,153:23,4,34,11.76,,,,14,22,63.64,22,1.12,5,14,19,15,19,10,,15,17,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,20,"Cantrell, Marissa",Sr,G,5-7,17,4,153:23,4,34,11.76,,,,14,22,63.64,22,1.12,5,14,19,15,19,10,,15,17,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,30,"Reynolds, Victoria",Sr,F,5-10,29,29,973:34,165,347,47.55,17,60,28.33,112,138,81.16,459,6.24,46,135,181,91,89,61,14,57,29,,3,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,30,"Reynolds, Victoria",Sr,F,5-10,29,29,973:34,165,347,47.55,17,60,28.33,112,138,81.16,459,6.24,46,135,181,91,89,61,14,57,29,,3,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,44,"Hall, Tori",Fr,G,5-11,14,,72:24,7,23,30.43,5,15,33.33,1,2,50.00,20,0.64,,9,9,2,5,,,2,14,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,44,"Hall, Tori",Fr,G,5-11,14,,72:24,7,23,30.43,5,15,33.33,1,2,50.00,20,0.64,,9,9,2,5,,,2,14,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,1,"Wagner, Sydney",So,G,5-6,29,,621:09,86,230,37.39,46,147,31.29,24,36,66.67,242,1.86,9,45,54,38,38,17,3,52,29,1,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,1,"Wagner, Sydney",So,G,5-6,29,,621:09,86,230,37.39,46,147,31.29,24,36,66.67,242,1.86,9,45,54,38,38,17,3,52,29,1,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,1,"Elliott, Imani",Fr,G,5-2,9,,22:54,2,4,50.00,,,,,,,4,0.33,,3,3,3,5,2,,6,9,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,1,"Elliott, Imani",Fr,G,5-2,9,,22:54,2,4,50.00,,,,,,,4,0.33,,3,3,3,5,2,,6,9,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,21,"Eichner, Bailey",Jr,F,6-1,29,4,500:50,34,74,45.95,,3,0.00,35,46,76.09,103,5.31,38,116,154,36,32,26,22,75,29,4,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,21,"Eichner, Bailey",Jr,F,6-1,29,4,500:50,34,74,45.95,,3,0.00,35,46,76.09,103,5.31,38,116,154,36,32,26,22,75,29,4,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,55,"Coello Perez, Angela",Sr,F,6-1,6,,60:40,3,14,21.43,,4,0.00,3,4,75.00,9,3.17,4,15,19,1,4,,3,7,6,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,55,"Coello Perez, Angela",Sr,F,6-1,6,,60:40,3,14,21.43,,4,0.00,3,4,75.00,9,3.17,4,15,19,1,4,,3,7,6,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,20,"Bellamy, Bre",Fr,F,6-0,29,24,659:29,65,160,40.62,13,41,31.71,10,15,66.67,153,3.31,32,64,96,39,59,28,18,65,29,1,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,20,"Bellamy, Bre",Fr,F,6-0,29,24,659:29,65,160,40.62,13,41,31.71,10,15,66.67,153,3.31,32,64,96,39,59,28,18,65,29,1,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,30,"Ufochukwu, Uchechi",Jr,C,6-4,3,,14:35,2,3,66.67,,,,1,2,50.00,5,2.00,2,4,6,,2,,1,8,3,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,30,"Ufochukwu, Uchechi",Jr,C,6-4,3,,14:35,2,3,66.67,,,,1,2,50.00,5,2.00,2,4,6,,2,,1,8,3,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,11,"Pollard, Nyla",Jr,G,5-9,28,28,915:33,59,154,38.31,23,75,30.67,29,42,69.05,170,2.43,21,47,68,105,60,32,6,65,28,1,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,11,"Pollard, Nyla",Jr,G,5-9,28,28,915:33,59,154,38.31,23,75,30.67,29,42,69.05,170,2.43,21,47,68,105,60,32,6,65,28,1,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,5,"Beasley, Linde",Fr,G,5-6,2,,5:00,,1,0.00,,1,0.00,,,,,,,,,,,,,,2,,0,,0
2019-20,Winthrop Eagles,Lynette Woodard,Women's Basketball,5,"Beasley, Linde",Fr,G,5-6,2,,5:00,,1,0.00,,1,0.00,,,,,,,,,,,,,,2,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,5,"Gilliam, Chaniqwa",Fr,G,5-8,25,,265:10,18,48,37.50,5,17,29.41,14,19,73.68,55,0.96,3,21,24,23,20,5,2,27,25,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,5,"Gilliam, Chaniqwa",Fr,G,5-8,25,,265:10,18,48,37.50,5,17,29.41,14,19,73.68,55,0.96,3,21,24,23,20,5,2,27,25,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,15,"Krause, Emma",So,F,6-2,16,,83:28,9,28,32.14,4,15,26.67,,,,22,1.06,6,11,17,2,4,4,3,13,16,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,15,"Krause, Emma",So,F,6-2,16,,83:28,9,28,32.14,4,15,26.67,,,,22,1.06,6,11,17,2,4,4,3,13,16,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,12,"Birdsong, Harper",Jr,G,5-10,14,1,108:28,13,31,41.94,10,20,50.00,1,2,50.00,37,0.79,2,9,11,5,1,4,1,10,14,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,12,"Birdsong, Harper",Jr,G,5-10,14,1,108:28,13,31,41.94,10,20,50.00,1,2,50.00,37,0.79,2,9,11,5,1,4,1,10,14,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,13,"Prince, Rave",Sr,F,6-1,31,31,680:18,56,142,39.44,1,2,50.00,49,73,67.12,162,3.55,55,55,110,11,52,22,17,93,31,5,0,1,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,13,"Prince, Rave",Sr,F,6-1,31,31,680:18,56,142,39.44,1,2,50.00,49,73,67.12,162,3.55,55,55,110,11,52,22,17,93,31,5,0,1,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,3,"Taylor, Ashley",Sr,G,6-0,12,1,60:33,3,14,21.43,,8,0.00,2,4,50.00,8,0.67,4,4,8,1,2,5,3,7,12,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,3,"Taylor, Ashley",Sr,G,6-0,12,1,60:33,3,14,21.43,,8,0.00,2,4,50.00,8,0.67,4,4,8,1,2,5,3,7,12,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,21,"Brewer, Maya",Sr,G,5-11,31,5,406:36,72,175,41.14,21,67,31.34,29,38,76.32,194,1.81,22,34,56,13,45,25,8,47,31,,0,1,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,21,"Brewer, Maya",Sr,G,5-11,31,5,406:36,72,175,41.14,21,67,31.34,29,38,76.32,194,1.81,22,34,56,13,45,25,8,47,31,,0,1,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,0,"Underwood, Libby",Jr,G,5-9,8,,31:41,2,7,28.57,,4,0.00,,,,4,,,,,2,1,,,2,8,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,0,"Underwood, Libby",Jr,G,5-9,8,,31:41,2,7,28.57,,4,0.00,,,,4,,,,,2,1,,,2,8,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,5,"Reid, Ashley",Sr,G,5-5,31,7,580:36,41,105,39.05,21,49,42.86,27,38,71.05,130,1.48,5,41,46,61,52,21,,45,31,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,5,"Reid, Ashley",Sr,G,5-5,31,7,580:36,41,105,39.05,21,49,42.86,27,38,71.05,130,1.48,5,41,46,61,52,21,,45,31,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,32,"Stover, Caroline",So,C,6-3,1,,4:41,1,2,50.00,,,,,,,2,1.00,,1,1,,1,,,,1,,0,,0
2019-20,William & Mary Tribe,Ed Swanson,Women's Basketball,32,"Stover, Caroline",So,C,6-3,1,,4:41,1,2,50.00,,,,,,,2,1.00,,1,1,,1,,,,1,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,12,"Bremaud, Carla",So,G,5-11,30,30,852:32,76,232,32.76,40,126,31.75,31,36,86.11,223,2.80,11,73,84,26,55,39,10,58,30,1,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,12,"Bremaud, Carla",So,G,5-11,30,30,852:32,76,232,32.76,40,126,31.75,31,36,86.11,223,2.80,11,73,84,26,55,39,10,58,30,1,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,42,"Henderson, Asia",So,F,6-3,30,1,390:40,53,130,40.77,,1,0.00,27,44,61.36,133,4.03,54,67,121,1,29,16,26,40,30,1,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,42,"Henderson, Asia",So,F,6-3,30,1,390:40,53,130,40.77,,1,0.00,27,44,61.36,133,4.03,54,67,121,1,29,16,26,40,30,1,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,23,"Bastin, Seraphine",So,G,5-8,30,30,845:23,73,179,40.78,8,30,26.67,77,98,78.57,231,5.07,43,109,152,106,85,45,3,78,30,2,1,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,23,"Bastin, Seraphine",So,G,5-8,30,30,845:23,73,179,40.78,8,30,26.67,77,98,78.57,231,5.07,43,109,152,106,85,45,3,78,30,2,1,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,34,"Smith, Shyia",So,F,5-11,27,25,702:27,53,128,41.41,12,35,34.29,46,70,65.71,164,5.15,47,92,139,16,53,26,15,68,27,3,1,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,34,"Smith, Shyia",So,F,5-11,27,25,702:27,53,128,41.41,12,35,34.29,46,70,65.71,164,5.15,47,92,139,16,53,26,15,68,27,3,1,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,2,"McCully, Mariah",Jr,G,5-7,26,16,678:25,119,341,34.90,26,113,23.01,63,92,68.48,327,2.54,16,50,66,39,81,56,2,52,26,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,2,"McCully, Mariah",Jr,G,5-7,26,16,678:25,119,341,34.90,26,113,23.01,63,92,68.48,327,2.54,16,50,66,39,81,56,2,52,26,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,1,"McCarty, DJ",Fr,G,5-8,24,7,431:21,60,142,42.25,12,38,31.58,32,47,68.09,164,2.04,9,40,49,41,41,30,2,50,24,3,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,1,"McCarty, DJ",Fr,G,5-8,24,7,431:21,60,142,42.25,12,38,31.58,32,47,68.09,164,2.04,9,40,49,41,41,30,2,50,24,3,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,11,"Kirven, Ashlei",Fr,F,6-3,17,,180:24,23,50,46.00,,,,18,36,50.00,64,4.82,31,51,82,2,23,7,8,32,17,1,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,11,"Kirven, Ashlei",Fr,F,6-3,17,,180:24,23,50,46.00,,,,18,36,50.00,64,4.82,31,51,82,2,23,7,8,32,17,1,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,24,"Colbert, Trajata",So,F,6-2,15,3,231:04,44,79,55.70,,,,22,36,61.11,110,3.53,27,26,53,,20,4,6,34,15,1,1,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,24,"Colbert, Trajata",So,F,6-2,15,3,231:04,44,79,55.70,,,,22,36,61.11,110,3.53,27,26,53,,20,4,6,34,15,1,1,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,31,"Danielsson, Vendela",Jr,G,5-8,15,,126:01,9,36,25.00,7,32,21.88,3,5,60.00,28,0.33,1,4,5,6,9,2,,4,15,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,31,"Danielsson, Vendela",Jr,G,5-8,15,,126:01,9,36,25.00,7,32,21.88,3,5,60.00,28,0.33,1,4,5,6,9,2,,4,15,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,0,"Forrest, Diamond",Jr,C,6-5,9,,26:25,2,7,28.57,,,,,2,0.00,4,0.67,1,5,6,,4,,,2,9,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,0,"Forrest, Diamond",Jr,C,6-5,9,,26:25,2,7,28.57,,,,,2,0.00,4,0.67,1,5,6,,4,,,2,9,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,15,"Hampton, Jaida",So,G,5-10,8,,66:26,9,23,39.13,2,7,28.57,1,1,100.00,21,0.62,1,4,5,2,2,3,1,,8,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,15,"Hampton, Jaida",So,G,5-10,8,,66:26,9,23,39.13,2,7,28.57,1,1,100.00,21,0.62,1,4,5,2,2,3,1,,8,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,3,"Ryng, Natalia",Fr,F,5-10,5,,26:22,1,4,25.00,,2,0.00,,,,2,,,,,1,,,,4,5,,0,,0
2019-20,Wichita St. Shockers,Keitha Adams,Women's Basketball,3,"Ryng, Natalia",Fr,F,5-10,5,,26:22,1,4,25.00,,2,0.00,,,,2,,,,,1,,,,4,5,,0,,0
